precision,recall,f1-score,support
0.9466534128561962,0.9460264900662252,0.9463398476316661,3020.0
0.9460622104566512,0.9466887417218544,0.9463753723932473,3020.0
0.9463576158940398,0.9463576158940398,0.9463576158940398,0.9463576158940398
0.9463578116564237,0.9463576158940398,0.9463576100124567,6040.0
0.9463578116564236,0.9463576158940398,0.9463576100124568,6040.0
