UF2,UF3,UF4,UF5,UF6,UF7,UF8,UF9,UF10,UF11,UF12,UF13,UF14,UF15,HF1,HF2,HF3,HF4,HF5,HF6,HF7,HF8,HF9,HF10,label
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.1296296296296296,0.1052631578947368,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0416666666666666,0.0666666666666666,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.1111111111111111,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0524344569288389,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0.0549828178694158,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0296296296296296,0.0384615384615384,0.0,0
0.0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1.0,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.1698113207547169,0.0,1.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461538461538461,0.0909090909090909,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.0,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0.0625,0.0769230769230769,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0382513661202185,1.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.0306122448979591,0.0434782608695652,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0081081081081081,0.1428571428571428,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0.1111111111111111,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.020446096654275,0.0368098159509202,1.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0244897959183673,0.0588235294117647,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0.0259740259740259,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.015527950310559,0.0185185185185185,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.125,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0.0111111111111111,0.1428571428571428,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0536193029490616,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0.0,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0547945205479452,0.0769230769230769,1.0,0
0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0.0045592705167173,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0362537764350453,0.0256410256410256,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.024793388429752,0.027027027027027,0.5,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0327868852459016,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0041666666666666,0.05,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0465116279069767,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023076923076923,0.03125,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0094936708860759,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.0144927536231884,0.0,0.5,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1051401869158878,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0075,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0.01,0.2,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0344827586206896,0.1,1.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0303030303030303,0.0666666666666666,0.5,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0769230769230769,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0833333333333333,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0307692307692307,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.410958904109589,0.0204081632653061,0.0,0
0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.0108254397834912,0.0123456790123456,1.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1875,0.1111111111111111,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0.0248962655601659,0.1052631578947368,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.094158674803836,0.0196078431372549,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0588235294117647,0.0666666666666666,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.05,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.0079365079365079,0.1428571428571428,1.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0175438596491228,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.0147058823529411,0.1111111111111111,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588235294117647,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1.0,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857142857142857,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0.1102941176470588,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0669456066945606,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.0144578313253012,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0208333333333333,0.0256410256410256,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0225140712945591,0.0545454545454545,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126903553299492,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.1081081081081081,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0396039603960396,0.0465116279069767,0.0,0
0.0,0,0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.0454545454545454,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.0658436213991769,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0588235294117647,0.0,1.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0194805194805194,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0.0069565217391304,0.0769230769230769,1.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0.0535714285714285,0.0909090909090909,1.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.1714285714285714,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.0190274841437632,0.0,1.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0.0526315789473684,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.0,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.04,0.0,1.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1583710407239819,0.4117647058823529,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0219780219780219,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0.0625,0.0714285714285714,0.0,0
0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,1.0,0.0,0
